duration_seconds,packets_per_second,bytes_per_second,src2dst_packets_per_second,dst2src_packets_per_second,src2dst_bytes_per_second,dst2src_bytes_per_second,label
6.007,106.7088396870318,106724.32162477111,38.45513567504578,68.25370401198602,1764.4414849342436,104959.88013983687,proxy
9.134,97.87606744033282,92988.83293190278,59.5576965185023,38.31837092183052,92610.02846507553,378.80446682723885,proxy
2.06,10.679611650485437,2525.7281553398057,4.854368932038835,5.825242718446602,2318.9320388349515,206.79611650485435,proxy
9.143,55.12413868533304,48509.24204309307,31.608881111232634,23.515257574100403,48509.24204309307,0.0,proxy
8.991,35.70236903570237,31231.23123123123,20.131242353464575,15.571126682237795,31231.23123123123,0.0,proxy
9.153,33.10390036053753,30666.338905276956,18.900906806511525,14.202993554026001,29906.369496339998,759.9694089369606,proxy
9.16,57.532751091703055,51766.92139737991,33.29694323144105,24.235807860262007,51387.22707423581,379.69432314410477,proxy
0.094,53.191489361702125,1393.6170212765958,31.914893617021278,21.27659574468085,1393.6170212765958,0.0,proxy
2.817,6.034788782392616,2274.0504082357115,2.4849130280440184,3.5498757543485975,1944.9769258075967,329.07348242811497,proxy
5.769,111.28445137805512,110890.62229155832,40.90830299878662,70.3761483792685,1802.9121164846592,109087.71017507366,proxy
0.231,913.4199134199134,803865.8008658008,532.4675324675325,380.9523809523809,803865.8008658008,0.0,proxy
0.229,43.66812227074236,4078.602620087336,17.46724890829694,26.200873362445414,3157.2052401746723,921.3973799126637,proxy
0.648,361.1111111111111,365029.3209876543,137.34567901234567,223.76543209876542,10898.148148148148,354131.1728395062,proxy
0.298,26.845637583892618,4402.684563758389,13.422818791946309,13.422818791946309,3697.9865771812083,704.6979865771813,proxy
0.085,58.8235294117647,1541.1764705882351,35.29411764705882,23.52941176470588,1541.1764705882351,0.0,proxy
0.105,47.61904761904762,1247.6190476190477,28.571428571428573,19.047619047619047,1247.6190476190477,0.0,proxy
8.209,31.428919478621026,25610.914849555367,17.17626994761847,14.25264953100256,25610.914849555367,0.0,proxy
0.483,12.422360248447205,391.304347826087,8.281573498964804,4.140786749482402,391.304347826087,0.0,proxy
6.808,91.65687426556993,95501.17508813161,33.78378378378378,57.873090481786136,1555.0822561692128,93946.09283196239,proxy
5.577,42.85458131611978,43302.133763672224,16.675632060247445,26.178949255872332,1899.4082840236686,41402.72547964856,proxy
0.264,34.090909090909086,8571.969696969696,15.15151515151515,18.939393939393938,7761.363636363636,810.6060606060606,proxy
6.76,109.31952662721893,116313.90532544379,35.650887573964496,73.66863905325444,1567.3076923076924,114746.5976331361,proxy
0.105,47.61904761904762,1247.6190476190477,28.571428571428573,19.047619047619047,1247.6190476190477,0.0,proxy
0.105,47.61904761904762,1247.6190476190477,28.571428571428573,19.047619047619047,1247.6190476190477,0.0,proxy
7.703,58.678436972608075,50286.90120732182,33.36362456185901,25.31481241074906,50286.90120732182,0.0,proxy
0.093,53.763440860215056,1408.6021505376343,32.25806451612903,21.50537634408602,1408.6021505376343,0.0,proxy
0.464,21.551724137931032,7534.482758620689,10.775862068965516,10.775862068965516,7075.431034482758,459.051724137931,proxy
0.103,48.54368932038835,1271.8446601941748,29.12621359223301,19.417475728155342,1271.8446601941748,0.0,proxy
8.023,53.346628443225725,50109.809298267486,20.81515642527733,32.5314720179484,1321.076903901284,48788.7323943662,proxy
0.041,121.95121951219512,3195.121951219512,73.17073170731707,48.78048780487805,3195.121951219512,0.0,proxy
0.042,119.04761904761904,3119.047619047619,71.42857142857143,47.61904761904761,3119.047619047619,0.0,proxy
0.042,119.04761904761904,3119.047619047619,71.42857142857143,47.61904761904761,3119.047619047619,0.0,proxy
5.336,119.00299850074961,122141.67916041978,42.72863568215892,76.2743628185907,2598.2008995502247,119543.47826086955,proxy
0.405,27.160493827160494,5646.913580246914,12.345679012345679,14.814814814814813,5118.518518518518,528.395061728395,proxy
0.322,720.4968944099379,699661.4906832298,267.0807453416149,453.41614906832297,10965.83850931677,688695.652173913,proxy
1.047,195.79751671442216,225790.83094555876,64.94746895893029,130.8500477554919,6744.985673352436,219045.84527220632,proxy
0.209,38.27751196172249,1358.8516746411483,23.923444976076556,14.354066985645934,1009.5693779904307,349.28229665071774,proxy
0.996,65.26104417670683,57831.32530120482,39.1566265060241,26.104417670682732,57831.32530120482,0.0,proxy
0.228,855.2631578947368,828789.4736842104,561.4035087719298,293.859649122807,828789.4736842104,0.0,proxy
2.321,104.69625161568288,102433.43386471347,37.483843171046956,67.21240844463593,3042.6540284360185,99390.77983627746,proxy
7.074,71.2468193384224,91533.22024314391,47.21515408538309,24.0316652530393,90534.77523324851,998.4450098953916,proxy
0.055,90.9090909090909,3218.181818181818,54.54545454545455,36.36363636363637,1327.2727272727273,1890.909090909091,proxy
7.134,110.03644519203812,114231.28679562657,39.24866834875245,70.78777684328567,1484.861227922624,112746.42556770395,proxy
6.299,123.19415780282584,125455.94538815685,46.19780917605969,76.99634862676615,1651.2144784886489,123804.7309096682,proxy
2.235,5.369127516778524,1104.6979865771814,3.131991051454139,2.237136465324385,980.3131991051455,124.3847874720358,proxy
0.441,18.140589569160998,3210.8843537414964,9.070294784580499,9.070294784580499,2732.426303854875,478.4580498866213,proxy
0.333,18.01801801801802,6174.1741741741735,9.00900900900901,9.00900900900901,5636.6366366366365,537.5375375375376,proxy
6.56,195.1219512195122,203005.33536585368,67.53048780487805,127.59146341463415,1119.2073170731708,201886.1280487805,proxy
4.288,56.66977611940298,56551.30597014925,21.455223880597014,35.214552238805965,2470.382462686567,54080.923507462685,proxy
1.155,9.523809523809524,3922.077922077922,3.463203463203463,6.0606060606060606,3768.8311688311687,153.24675324675323,proxy
6.347,97.84149992122262,102347.88088860878,37.49803056562155,60.343469355601066,1669.2925791712619,100678.58830943752,proxy
6.537,94.69175462750498,99838.15205751875,34.72540920911733,59.96634541838764,1590.6379072969253,98247.51415022182,proxy
0.24,37.5,8754.166666666668,16.666666666666668,20.833333333333336,7862.5,891.6666666666667,proxy
1.411,169.3834160170092,168178.59673990076,62.367115520907156,107.01630049610205,4912.827781715096,163265.76895818568,proxy
0.963,62.30529595015577,55327.10280373832,36.3447559709242,25.96053997923157,55327.10280373832,0.0,proxy
1.452,13.085399449035814,3339.5316804407717,6.198347107438017,6.887052341597796,3046.8319559228653,292.69972451790636,proxy
7.828,66.1727133367399,62811.70158405723,25.42156361778232,40.751149718957585,1353.9856923863056,61457.71589167092,proxy
0.534,20.599250936329586,5636.7041198501865,9.363295880149812,11.235955056179774,5237.827715355805,398.876404494382,proxy
8.865,41.39875916525663,33061.703327693176,22.447828539199097,18.95093062605753,32669.37394247039,392.32938522278624,proxy
0.036,138.88888888888889,3638.888888888889,83.33333333333334,55.55555555555556,3638.888888888889,0.0,proxy
0.038,131.57894736842107,3447.3684210526317,78.94736842105263,52.631578947368425,3447.3684210526317,0.0,proxy
2.052,111.11111111111111,115203.70370370371,40.93567251461988,70.17543859649123,3441.520467836257,111762.18323586744,proxy
0.247,36.43724696356276,8255.06072874494,16.194331983805668,20.242914979757085,7388.663967611336,866.3967611336033,proxy
7.997,34.01275478304364,38215.70588970864,13.88020507690384,20.1325497061398,1325.3720145054397,36890.3338752032,proxy
9.126,39.99561691869384,36592.26386149463,22.68244575936884,17.313171159325005,35383.410037256195,1208.8538242384398,proxy
0.414,14.492753623188406,10292.270531400967,7.246376811594203,7.246376811594203,8570.048309178745,1722.2222222222224,proxy
6.184,68.07891332470892,72415.91203104786,44.307891332470895,23.771021992238033,71273.77102199223,1142.1410090556274,proxy
0.344,566.8604651162791,546351.7441860465,366.2790697674419,200.58139534883722,536084.3023255814,10267.441860465116,proxy
0.366,30.05464480874317,7808.743169398907,13.66120218579235,16.39344262295082,7224.043715846995,584.6994535519126,proxy
1.049,262.1544327931363,226487.13060057198,116.30123927550048,145.85319351763584,6734.985700667303,219752.1448999047,proxy
4.794,80.3087192323738,78715.47768043388,29.203170629954112,51.105548602419695,1473.9257405089697,77241.55193992492,proxy
1.282,14.040561622464898,3751.170046801872,6.240249609984399,7.800312012480499,3421.216848673947,329.95319812792513,proxy
6.123,103.21737710272741,105363.22064347542,38.706516413522785,64.51086068920463,1730.0342969132778,103633.18634656214,proxy
0.56,19.642857142857142,6799.999999999999,8.928571428571427,10.714285714285714,6423.214285714285,376.7857142857143,proxy
7.339,80.66494072761957,87717.26393241585,29.97683608120997,50.68810464640959,1533.1789072080664,86184.0850252078,proxy
0.129,46.51162790697674,13596.8992248062,15.503875968992247,31.007751937984494,12209.302325581395,1387.596899224806,proxy
0.375,53.333333333333336,19965.333333333332,26.666666666666668,26.666666666666668,4701.333333333333,15264.0,proxy
4.713,292.3827710587736,321237.8527477191,100.36070443454275,192.02206662423086,1557.818799066412,319680.0339486527,proxy
0.589,33.955857385398986,12283.531409168083,16.977928692699493,16.977928692699493,2994.90662139219,9288.624787775892,proxy
5.785,105.27225583405358,103011.23595505618,38.54796888504754,66.72428694900604,1831.114952463267,101180.1210025929,proxy
5.474,116.73364998173182,125460.90610157106,77.09170624771647,39.64194373401534,123454.14687614176,2006.759225429302,proxy
0.621,9.66183574879227,4099.838969404187,3.2206119162640903,6.4412238325281805,3814.814814814815,285.02415458937196,proxy
7.889,110.02661934338953,111110.40689567752,70.73139814932183,39.295221194067686,110645.20218025098,465.20471542654326,proxy
9.113,23.373203116427085,20606.60594754746,12.948535059804675,10.424668056622409,20224.953363327117,381.6525842203446,proxy
0.071,830.9859154929578,813183.0985915493,535.2112676056339,295.77464788732397,813183.0985915493,0.0,proxy
9.077,30.626859094414453,28357.937644596233,16.74562079982373,13.881238294590723,27908.89060262201,449.0470419742206,proxy
0.224,464.2857142857143,571808.0357142857,312.5,151.78571428571428,571808.0357142857,0.0,proxy
4.475,138.77094972067042,149669.27374301676,92.73743016759778,46.03351955307263,148848.93854748603,820.3351955307263,proxy
6.633,94.82888587366199,97462.68656716419,34.52434795718378,60.30453791647822,1597.0149253731342,95865.67164179105,proxy
0.237,37.9746835443038,8856.540084388185,16.877637130801688,21.09704641350211,7953.5864978902955,902.9535864978903,proxy
1.055,190.52132701421803,223890.99526066353,68.24644549763033,122.27488151658768,6570.616113744076,217320.37914691944,proxy
0.282,28.368794326241137,5574.468085106383,14.184397163120568,14.184397163120568,4826.241134751774,748.22695035461,proxy
5.602,116.74401999285969,114222.42056408426,43.37736522670475,73.36665476615494,1892.0028561228132,112330.41770796143,proxy
4.311,4.6392948271862675,1273.71839480399,2.0876826722338206,2.5516121549524473,1175.1333797262816,98.58501507770819,proxy
0.623,35.313001605136435,14685.393258426966,19.261637239165328,16.051364365971107,5898.876404494382,8786.516853932584,proxy
0.093,75.26881720430107,14161.290322580646,43.01075268817204,32.25806451612903,5913.978494623656,8247.31182795699,proxy
9.528,133.92107472712007,126722.5020990764,82.38874895046179,51.53232577665827,126337.5314861461,384.97061293031066,proxy
1.075,109.76744186046513,96775.81395348838,46.51162790697675,63.25581395348838,6829.767441860466,89946.04651162791,proxy
0.173,34.68208092485549,15647.398843930638,11.560693641618498,23.121387283236995,14421.965317919075,1225.4335260115608,proxy
6.516,40.82259054634745,39417.43400859423,15.500306936771025,25.322283609576427,1601.2891344383056,37816.14487415592,proxy
0.236,38.13559322033898,9135.593220338984,16.949152542372882,21.186440677966104,8228.813559322034,906.7796610169491,proxy
0.239,71.12970711297072,25359.832635983264,37.65690376569038,33.47280334728033,4807.531380753138,20552.301255230126,proxy
0.135,155.55555555555554,78451.85185185184,81.48148148148148,74.07407407407408,32444.44444444444,46007.4074074074,proxy
0.638,29.780564263322884,10695.924764890282,17.241379310344826,12.539184952978056,3669.2789968652037,7026.645768025078,proxy
0.099,60.6060606060606,2868.6868686868684,30.3030303030303,30.3030303030303,2131.313131313131,737.3737373737373,proxy
5.452,115.7373440939105,119046.95524578137,41.45267791636097,74.28466617754952,2590.608950843727,116456.34629493764,proxy
0.794,227.95969773299748,240074.30730478588,148.6146095717884,79.34508816120906,235625.94458438287,4448.362720403023,proxy
1.009,136.76907829534193,125589.69276511398,80.27750247770071,56.491575817641234,125589.69276511398,0.0,proxy
6.472,91.9344870210136,95378.09023485784,35.074165636588376,56.86032138442521,1636.8974042027194,93741.19283065513,proxy
0.232,38.79310344827586,9254.310344827585,17.241379310344826,21.551724137931032,8336.206896551723,918.103448275862,proxy
8.285,70.85093542546771,68953.89257694628,44.65902232951117,26.191913095956547,67698.12914906457,1255.7634278817138,proxy
0.254,31.496062992125985,5181.102362204724,15.748031496062993,15.748031496062993,4350.393700787402,830.7086614173228,proxy
7.097,115.68268282372833,116833.7325630548,41.425954628716354,74.25672819501197,1492.6025081020148,115341.1300549528,proxy
5.848,112.68809849521205,111583.78932968536,40.8686730506156,71.81942544459645,2415.184678522572,109168.6046511628,proxy
0.242,33.057851239669425,17210.743801652894,12.396694214876034,20.66115702479339,14264.462809917355,2946.280991735537,proxy
0.269,100.37174721189591,47747.211895910776,52.04460966542751,48.3271375464684,11776.951672862453,35970.260223048324,proxy
6.426,98.0392156862745,101324.1518829754,35.325241207594146,62.713974478680356,1647.5256769374416,99676.62620603797,proxy
0.35,68.57142857142857,35642.857142857145,31.42857142857143,37.142857142857146,4251.428571428572,31391.428571428572,proxy
0.605,722.3140495867768,751961.9834710744,487.603305785124,234.7107438016529,745894.2148760331,6067.768595041322,proxy
0.206,24.271844660194176,2640.7766990291266,9.708737864077671,14.563106796116505,1766.990291262136,873.7864077669904,proxy
1.683,137.2549019607843,141187.16577540105,51.0992275698158,86.1556743909685,4197.266785502079,136989.898989899,proxy
0.092,54.34782608695652,1423.913043478261,32.608695652173914,21.73913043478261,1423.913043478261,0.0,proxy
8.296,106.91899710703954,102417.06846673097,66.77917068466732,40.13982642237223,101532.0636451302,885.0048216007715,proxy
0.101,49.5049504950495,1435.6435643564355,29.7029702970297,19.801980198019802,1435.6435643564355,0.0,proxy
0.092,54.34782608695652,1423.913043478261,32.608695652173914,21.73913043478261,1423.913043478261,0.0,proxy
0.105,47.61904761904762,1247.6190476190477,28.571428571428573,19.047619047619047,1247.6190476190477,0.0,proxy
0.101,49.5049504950495,1297.029702970297,29.7029702970297,19.801980198019802,1297.029702970297,0.0,proxy
0.101,49.5049504950495,1435.6435643564355,29.7029702970297,19.801980198019802,1435.6435643564355,0.0,proxy
0.083,84.33734939759036,18240.963855421687,48.192771084337345,36.14457831325301,6734.939759036144,11506.024096385541,proxy
0.766,26.109660574412533,7473.890339425588,13.054830287206267,13.054830287206267,2003.916449086162,5469.973890339425,proxy
9.113,51.135740151432024,46159.55228794031,29.189070558542742,21.94666959288928,45396.24711949962,763.3051684406892,proxy
6.275,133.22709163346613,131248.44621513944,47.330677290836654,85.89641434262948,1688.1274900398405,129560.3187250996,proxy
0.14,807.1428571428571,838964.2857142857,528.5714285714286,278.57142857142856,838964.2857142857,0.0,proxy
3.175,4.724409448818898,363.7795275590551,2.5196850393700787,2.204724409448819,137.3228346456693,226.45669291338584,proxy
6.462,73.50665428659858,85071.80439492417,26.46239554317549,47.04425874342309,2272.361497988239,82799.44289693594,proxy
0.112,53.57142857142857,2535.714285714286,26.785714285714285,26.785714285714285,1883.9285714285713,651.7857142857142,proxy
0.294,30.612244897959187,8693.877551020409,13.60544217687075,17.006802721088437,7976.190476190477,717.687074829932,proxy
2.617,76.42338555598013,75233.8555598013,28.65876958349255,47.76461597248758,2698.509743981658,72535.34581581964,proxy
0.471,16.985138004246284,2796.1783439490446,8.492569002123142,8.492569002123142,2348.195329087049,447.9830148619958,proxy
6.717,117.3142772070865,112150.96025011166,73.24698526127736,44.067291945809146,111099.00253089177,1051.95771921989,proxy
2.334,5.99828620394173,2149.9571550985434,2.570694087403599,3.427592116538132,1757.497857754927,392.4592973436161,proxy
1.839,767.2648178357804,765887.4388254486,272.4306688417618,494.8341489940185,3990.2120717781404,761897.2267536705,proxy
8.902,46.618737362390476,40656.36935520108,26.510896427769044,20.107840934621436,40265.67063581218,390.6987193889014,proxy
0.306,29.411764705882355,7748.366013071895,13.071895424836601,16.33986928104575,7062.091503267974,686.2745098039215,proxy
6.871,87.17799446950953,94640.2270411876,31.58201135205938,55.595983117450146,1540.8237520011642,93099.40328918643,proxy
3.655,59.64432284541724,53120.65663474693,25.991792065663475,33.65253077975376,1115.1846785225719,52005.471956224355,proxy
7.484,48.770710849812936,51746.926777124536,17.637626937466596,31.13308391234634,929.1822554783538,50817.74452164618,proxy
0.243,37.03703703703704,11144.0329218107,16.46090534979424,20.5761316872428,10275.720164609054,868.3127572016461,proxy
0.531,20.71563088512241,4052.730696798493,9.416195856873822,11.299435028248586,3651.6007532956683,401.12994350282486,proxy
8.116,46.4514539181863,40129.6205027107,20.453425332676197,25.998028585510106,857.0724494825038,39272.548053228194,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
9.106,91.47814627717989,100733.58225345926,56.99538765649023,34.48275862068966,100733.58225345926,0.0,proxy
0.365,35.61643835616439,22372.60273972603,13.698630136986301,21.91780821917808,20432.87671232877,1939.7260273972604,proxy
4.547,243.2372993182318,251975.58829997803,85.55091268968552,157.6863866285463,1614.471079832857,250361.11722014516,proxy
4.37,1.6018306636155606,100.22883295194508,1.3729977116704806,0.22883295194508008,83.52402745995423,16.704805491990847,proxy
7.322,229.17235727943185,227732.3135755258,82.21797323135755,146.9543840480743,1002.4583447145588,226729.85523081126,proxy
0.235,34.04255319148936,5587.234042553192,17.02127659574468,17.02127659574468,4693.6170212765965,893.6170212765958,proxy
6.365,67.71406127258444,68608.95522388059,43.20502749410841,24.50903377847604,67500.23566378633,1108.7195600942655,proxy
0.754,95.49071618037135,91671.0875331565,57.02917771883289,38.46153846153846,91671.0875331565,0.0,proxy
5.923,109.23518487253081,109379.70622995104,40.35117339186223,68.88401148066858,1788.4517980752996,107591.25443187574,proxy
0.327,700.3058103975535,693522.9357798165,253.82262996941895,446.4831804281345,10792.048929663608,682730.8868501529,proxy
0.798,119.04761904761904,111771.9298245614,72.68170426065163,46.365914786967416,111771.9298245614,0.0,proxy
6.179,59.394724065382746,60233.371095646544,39.48859038679398,19.906133678588766,59090.4677132222,1142.9033824243404,proxy
0.424,25.943396226415096,5014.1509433962265,11.79245283018868,14.150943396226415,4509.433962264151,504.7169811320755,proxy
0.883,644.3941109852775,727000.0,204.98301245753115,439.41109852774633,3925.2548131370327,723074.745186863,proxy
9.14,48.6870897155361,41908.09628008753,27.680525164113785,21.00656455142232,41908.09628008753,0.0,proxy
6.98,64.0401146131805,63074.92836676217,41.117478510028654,22.92263610315186,61463.4670487106,1611.4613180515757,proxy
7.854,35.90527119938885,32248.28113063407,16.552075375604787,19.35319582378406,885.6633562515915,31362.61777438248,proxy
0.84,10.714285714285715,3009.5238095238096,4.761904761904762,5.9523809523809526,2758.3333333333335,251.1904761904762,proxy
5.99,3.005008347245409,856.2604340567613,1.335559265442404,1.669449081803005,785.1419031719532,71.11853088480801,proxy
8.661,51.4952084054959,49035.44625331948,31.52060962937305,19.97459877612285,48232.305738367395,803.1405149520841,proxy
6.521,36.95752185247662,37003.373715687776,13.801564177273425,23.15595767520319,1624.4441036650821,35378.92961202269,proxy
0.5,26.0,5358.0,14.0,12.0,3238.0,2120.0,proxy
6.757,2.9598934438360223,1381.5302649104633,1.1839573775344088,1.7759360663016133,1244.783187805239,136.7470771052242,proxy
0.246,36.58536585365854,11459.349593495936,16.260162601626018,20.32520325203252,10593.49593495935,865.8536585365854,proxy
5.995,138.94912427022518,139178.48206839032,51.54295246038365,87.40617180984154,2355.9633027522937,136822.51876563803,proxy
0.916,63.318777292576414,54906.113537117904,37.117903930131,26.200873362445414,54906.113537117904,0.0,proxy
0.216,745.3703703703703,823578.7037037037,490.74074074074076,254.62962962962962,823578.7037037037,0.0,proxy
0.242,37.1900826446281,9351.239669421488,16.528925619834713,20.66115702479339,8466.94214876033,884.297520661157,proxy
6.54,126.75840978593273,125099.38837920489,46.17737003058104,80.58103975535168,1619.7247706422017,123479.6636085627,proxy
0.277,819.4945848375451,821371.8411552346,552.3465703971119,267.1480144404332,821371.8411552346,0.0,proxy
0.88,768.1818181818181,772363.6363636364,484.09090909090907,284.09090909090907,772363.6363636364,0.0,proxy
0.946,75.05285412262157,66976.74418604652,45.45454545454546,29.59830866807611,66976.74418604652,0.0,proxy
0.253,35.573122529644266,8940.711462450592,15.810276679841897,19.76284584980237,8094.861660079051,845.8498023715415,proxy
8.931,92.26290448997874,85941.32795879521,56.2087112305453,36.05419325943344,85077.03504646737,864.2929123278469,proxy
3.531,54.37553101104503,66964.316057774,18.69158878504673,35.6839422259983,2000.0,64964.316057774,proxy
0.066,106.06060606060606,22939.39393939394,60.6060606060606,45.45454545454545,8469.69696969697,14469.696969696968,proxy
0.258,38.75968992248062,15655.038759689922,15.503875968992247,23.25581395348837,12891.472868217053,2763.5658914728683,proxy
0.999,22.02202202202202,5710.71071071071,11.01101101101101,11.01101101101101,2204.2042042042044,3506.5065065065064,proxy
0.559,28.622540250447223,20608.228980322,14.311270125223611,14.311270125223611,20608.228980322,0.0,proxy
0.286,31.46853146853147,6639.86013986014,13.986013986013987,17.482517482517483,5891.608391608392,748.2517482517483,proxy
9.138,45.414751586780476,41514.335740862334,26.154519588531407,19.26023199824907,41133.72729262421,380.6084482381265,proxy
0.096,52.083333333333336,1364.5833333333333,31.25,20.833333333333332,1364.5833333333333,0.0,proxy
0.433,20.785219399538107,6288.6836027713625,9.237875288683602,11.547344110854503,5801.385681293303,487.29792147806006,proxy
7.207,59.38670736783683,53948.93853198279,24.836964062716802,34.549743305120025,965.1727487165256,52983.76578326627,proxy
0.863,24.33371958285052,4679.026651216686,13.904982618771728,10.428736964078794,2778.6790266512166,1900.3476245654692,proxy
0.666,148.64864864864865,271250.7507507507,46.546546546546544,102.1021021021021,5304.804804804805,265945.9459459459,proxy
6.079,101.33245599605199,105976.31189340353,39.315676920546146,62.016779075505845,1742.556341503537,104233.75555189999,proxy
0.291,34.36426116838488,25113.40206185567,13.745704467353953,20.61855670103093,22670.103092783505,2443.298969072165,proxy
7.369,183.33559506038813,201107.6129732664,60.38811236260008,122.94748269778803,1881.3950332473878,199226.217940019,proxy
0.629,238.4737678855326,300399.0461049285,160.57233704292528,77.90143084260731,294785.373608903,5613.672496025437,proxy
5.268,48.02581624905088,40772.20956719818,20.88078967350038,27.145026575550496,793.2801822323463,39978.929384965835,proxy
3.982,46.96132596685083,38347.061778001,26.117528879959817,20.84379708689101,38332.49623304872,14.565544952285283,proxy
6.596,5.912674348089752,1820.8004851425105,2.72892662219527,3.1837477258944813,1666.1613098847786,154.63917525773195,proxy
0.18,205.55555555555557,147561.11111111112,100.0,105.55555555555556,19261.111111111113,128300.0,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
0.106,47.16981132075472,1235.8490566037735,28.30188679245283,18.867924528301888,1235.8490566037735,0.0,proxy
0.033,151.5151515151515,3969.6969696969695,90.9090909090909,60.6060606060606,3969.6969696969695,0.0,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
0.04,125.0,3275.0,75.0,50.0,3275.0,0.0,proxy
0.033,151.5151515151515,3969.6969696969695,90.9090909090909,60.6060606060606,3969.6969696969695,0.0,proxy
0.692,21.676300578034684,1635.8381502890174,11.560693641618498,10.115606936416185,559.2485549132948,1076.5895953757226,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
0.102,49.01960784313726,1284.3137254901962,29.411764705882355,19.607843137254903,1284.3137254901962,0.0,proxy
9.182,50.86037900239599,44495.31692441733,29.078632106294922,21.781746896101065,44118.49270311479,376.82422130254844,proxy
0.04,125.0,3275.0,75.0,50.0,3275.0,0.0,proxy
5.715,109.53630796150482,113278.21522309711,69.9912510936133,39.54505686789152,112065.2668416448,1212.9483814523185,proxy
0.073,68.4931506849315,1794.5205479452056,41.09589041095891,27.397260273972606,1794.5205479452056,0.0,proxy
